Year;Type.document;Title;Authors;DOI;Journal;Scimago<br/>Engineering;Scimago<br/>Decision<br/>Sciences;Publisher;Conference;Language;Url;H.Factor
2019;ART;Are High-Tech Companies More Competitive Than Others? An Empirical Study of Innovative and Exporting French SMEs;Manon Enjolras,Mauricio Camargo,Christophe Schmitt;10.22215/timreview/1206;technology innovation management review;NA;NA;Talent First Network;NA;en;https://hal.archives-ouvertes.fr/hal-02004952;NA
2019;ART;Design and management of innovation laboratories: Toward a performance assessment tool;Ferney Osorio,Laurent Dupont,Mauricio Camargo,Pedro Palominos,José Ismael Peña,Miguel Alfaro;10.1111/caim.12301;creativity and innovation management;NA;NA;Wiley;NA;en;https://hal.archives-ouvertes.fr/hal-01987047;NA
2019;ART;Confiance et Technologie : Deux Dimensions de l’Innovation Ouverte et Agile appliquée à l’Énergie;Laurent Dupont,Joëlle Mastelic,Nathalie Nyffeler,Sophie Latrille,Eric Seulliet;10.21494/ISTE.OP.2019.0314;technologie et innovation;NA;NA;ISTE OpenScience;NA;en;https://hal.archives-ouvertes.fr/hal-02047441;NA
2019;ART;Agilité et conception de filière : le cas de la montre SWATCH;Brunelle Marche,Vincent Boly,Laure Morel,Frédérique Mayer,Roland Ortt;10.21494/ISTE.OP.2019.0315;technologie et innovation;NA;NA;ISTE OpenScience;NA;en;https://hal.archives-ouvertes.fr/hal-01973288;NA
2019;ART;Innovation Spaces in Universities: Support for Collaborative Learning;Lorena Delgado,Daniel Galvez,Alaa Hassan,Pedro Palominos,Laure Morel;10.3917/jie.pr1.0064;journal of innovation economics & management;NA;NA;De Boeck Supérieur;NA;en;https://hal.archives-ouvertes.fr/hal-02492205;NA
2019;ART;Agile innovation: Creating value in uncertain environments;Laurent Dupont;10.3917/jie.028.0001;journal of innovation economics & management;NA;NA;De Boeck Supérieur;NA;en;https://hal.univ-lorraine.fr/hal-02010213;NA
2019;ART;Communautés et agilité : la complexité de l’organisation innovante;Florence Crespin-Mazet,Karine Goglio-Primard,Claude Guittard,Laurent Dupont;10.3917/inno.058.0005;innovations - revue d’économie et de management de l'innovation;NA;NA;De Boeck Supérieur;NA;fr;https://hal.univ-lorraine.fr/hal-02010208;NA
2019;ART;Living lab as a support to trust for co-creation of value: application to the consumer energy market;Laurent Dupont,Joëlle Mastelic,Nathalie Nyffeler,Sophie Latrille,Eric Seulliet;10.3917/jie.028.0053;journal of innovation economics & management;NA;NA;De Boeck Supérieur;NA;en;https://hal.univ-lorraine.fr/hal-02010217;NA
2019;ART;Innovation Agile : Regards Pluridisciplinaires;Laurent Dupont,Laure Morel;10.21494/ISTE.OP.2019.0312;technologie et innovation;NA;NA;ISTE OpenScience;NA;fr;https://hal.archives-ouvertes.fr/hal-01987055;NA
2019;ART;Le caractère dynamique et évolutif de la notion d’innovation : Quelles conséquences pour l’évaluation de la capacité à innover des entreprises ?;Manon Enjolras,Daniel Galvez,Johan Claire,Mauricio Camargo,Vincent Boly;10.21494/ISTE.OP.2019.0317;technologie et innovation;NA;NA;ISTE OpenScience;NA;en;https://hal.archives-ouvertes.fr/hal-02492141;NA
2019;ART;Agility and product supply chain design: The case of the Swatch;Brunelle Marche,Vincent Boly,Laure Morel,Frédérique Mayer,Roland Ortt;10.3917/jie.028.0079;journal of innovation economics & management;NA;NA;De Boeck Supérieur;NA;en;https://hal.archives-ouvertes.fr/hal-03023641;NA
2019;COMM;Safety demonstration of autonomous vehicles: a review and future research questions;Tchoya Florence Kone,Eric Bonjour,Eric Levrat,Frédérique Mayer,Stéphane Géronimi;10.1007/978-3-030-34843-4_15;NA;NA;NA;NA;10th Complex Systems Design & Management, CSD&M 2019;en;https://hal.archives-ouvertes.fr/hal-02427540;NA
2019;COMM;Economic and environmental sustainability dimensions assessment of a biorefinery to obtain value-added products using Poplar (Populus sp.) as raw material;Juan C. Solarte Toro,Carlos Ariel Cardona,Javier Arrieta-Escobar,Brunelle Marche,Vincent Boly;NA;NA;NA;NA;NA;Woodchem 2019;en;https://hal.archives-ouvertes.fr/hal-02500522;NA
2019;COMM;Approche prospectiviste dans la conception de filière alternative : Application au cas de la lignine;Brunelle Marche,Javier Arrieta-Escobar,Vincent Boly,Juan Solarte-Toro,Carlos Ariel Cardona Alzate;NA;NA;NA;NA;NA;8èmes journées du GDR 3544 « Sciences du bois »;fr;https://hal.archives-ouvertes.fr/hal-02500518;NA
2019;COMM;Élaboration de filaments élastomère thermoplastiques pour l'impression de structures multi-polymères par dépôt de fil fondu;Sandrine Hoppe,Jennifer Villamil,A El Akroud,Hakim Boudaoud,Cécile Nouvel;NA;NA;NA;NA;NA;17ème Congrès de la Société Française de Génie des Procédés (SFGP);fr;https://hal.archives-ouvertes.fr/hal-02520335;NA
2019;COMM;Immersive Collaborative Innovation;Laurent Dupont,Giovanny Arbelaez Garces;NA;NA;NA;NA;NA;Tohoku University / Lorraine University seminar - Health, Technology, and Humanities in the XXI Century;en;https://hal.archives-ouvertes.fr/hal-02307769;NA
2019;COMM;Integration of Heuristic Knowledge in the Design of a Skin Moisturizer;Javier Arrieta-Escobar,Vincent Boly;NA;NA;NA;NA;NA;SKIN & FORMULATION, 5th SYMPOSIUM & 17th SKIN FORUM;en;https://hal.archives-ouvertes.fr/hal-02500577;NA
2019;COMM;Sustainability dimensions in hydrogen-based distributed energy systems;Juan David Fonseca Gamboa,Mauricio Camargo,Jean-Marc Commenge,Laurent Falk,Ivan Gil Chavez;NA;NA;NA;NA;NA;European Congress of Chemical Engineering;en;https://hal.univ-lorraine.fr/hal-03199086;NA
2019;COMM;Specific adhesion test definition for 3D printed composite structures;A El Akroud,Jennifer Villamil,Sandrine Hoppe,Boudaoud Hakim,Cécile Nouvel;NA;NA;NA;NA;NA;19èmes EMI International Conférence;en;https://hal.archives-ouvertes.fr/hal-02520662;NA
2019;COMM;Collaborer et coopérer pour faire réseau : dynamique collective d'enseignants en formation à l'accompagnement pédagogique;Raphaël Bary,Marie-Reine Boudarel;NA;NA;NA;NA;NA;Questions de Pédagogies dans l'Enseignement Supérieur;fr;https://hal.archives-ouvertes.fr/hal-02290507;NA
2019;COMM;Concevoir et innover la supply chain pour l’alimentation. Le cas des personnes âgées;Auguste Rakotondranaivo;NA;NA;NA;NA;NA;PROLOG 2019: International Conference on Project Logistics;fr;https://hal.univ-lorraine.fr/hal-03005579;NA
2019;COMM;Application du Lean Six-Sigma pour l’amélioration la supply chain hospitalière et évaluation de son acceptabilité;Auguste Rakotondranaivo,Nathalie Rouyer,Eric Bonjour;NA;NA;NA;NA;NA;PROLOG 2019: International Conference on Project Logistics;fr;https://hal.univ-lorraine.fr/hal-03005578;NA
2019;COMM;Interfaces modeling for Product-Service System integration;Elaheh Maleki,Farouk Belkadi,Eric Bonjour,Alain Bernard;NA;NA;NA;NA;NA;IEEE 2018 13th Annual Conference on System of Systems Engineering (SoSE);en;https://hal.archives-ouvertes.fr/hal-02006063;NA
2019;COMM;Innovation Acceptability in Elderly Care: A Risk Evaluation Approach,Acceptabilité des innovations pour la prise en Charge des personnes âgées : une approche par l’évaluation de risques.;Linda Acosta Salgado,Auguste Rakotondranaivo,Eric Bonjour;NA;NA;NA;NA;NA;2019 IEEE International Conference on Engineering, Technology and Innovation (ICE/ITMC);en;https://hal.archives-ouvertes.fr/hal-02266922;NA
2019;COMM;Constellation of Innovation Laboratories: A Scientific Outlook;Ferney Osorio,Laurent Dupont,Mauricio Camargo,José Ismael Peña;10.1109/ICE.2019.8792816;NA;NA;NA;NA;2019 IEEE International Conference on Engineering, Technology and Innovation (ICE/ITMC);en;https://hal.archives-ouvertes.fr/hal-02266978;NA
2019;COMM;A collaborative tool to design the product/supply chain couple in a high-tech environment: application to an electromagnetic sensor;Brunelle Marche,Vincent Boly,Frédérique Mayer,J. Roland Ortt;10.1109/ICE.2019.8792625;NA;NA;NA;NA;2019 IEEE International Conference on Engineering, Technology and Innovation (ICE/ITMC);en;https://hal.univ-lorraine.fr/hal-02321804;NA
2019;COMM;The process of customer/supplier collaboration in innovation projects – A literature review;Carlos Abraham Moya,Vincent Boly,Daniel Galvez,Laure Morel,Brunelle Marche;10.1109/ICE.2019.8792642;NA;NA;NA;NA;2019 IEEE International Conference on Engineering, Technology and Innovation (ICE/ITMC);en;https://hal.univ-lorraine.fr/hal-02321814;NA
2019;COMM;A systematic multicriteria-based approach to support the implementation of a Warehouse Management System in the context of humanitarian logistics;Puech Emilie,Enjolras Manon,Camargo Mauricio;NA;NA;NA;NA;NA;2019 IEEE International Conference on Engineering, Technology and Innovation (ICE/ITMC);en;https://hal.archives-ouvertes.fr/hal-02267002;NA
2019;COMM;A referential framework for the choice of prototypes in the design phase of a mobile application;Samuel Marie-Rose,Giovanny Arbelaez Garces,Mauricio Camargo;10.1109/ICE.2019.8792568;NA;NA;NA;NA;2019 IEEE International Conference on Engineering, Technology and Innovation (ICE/ITMC);en;https://hal.univ-lorraine.fr/hal-02266212;NA
2019;COMM;The Link between Innovation and Export: Evidences from small-sized firms practices;Manon Enjolras,Mauricio Camargo,Vincent Boly,Christophe Schmitt;10.1109/ICE.2019.8792656;NA;NA;NA;NA;2019 IEEE International Conference on Engineering, Technology and Innovation (ICE/ITMC);en;https://hal.archives-ouvertes.fr/hal-02267003;NA
2019;COMM;Lorraine Fab Living Lab : Mise en place d'un éco-système de co-production;Laurent Dupont;NA;NA;NA;NA;NA;"Rencontres semestrielles sur les liens entre la Ville et l’Université - Les Entretiens de Sceaux 2e session ""Territoire apprenant...  id est ?""";fr;https://hal.archives-ouvertes.fr/hal-02412591;NA
2019;COMM;Activity Modeling of Preliminary Additive Manufacturing Process Planning;Shervin Kadkhoda-Ahmadi,Alaa Hassan,Elnaz Asadollahi-Yazdi;NA;NA;NA;NA;NA;CIRP Design;en;https://hal.archives-ouvertes.fr/hal-02278907;NA
2019;COMM;Adapting project management maturity models for the Industry 4.0;Felipe Sanchez Garzon,Davy Monticolo,Eric Bonjour,Jean-Pierre Micaëlli;NA;NA;NA;NA;NA;Project Management Congress: Research meets Practice. Towards Project Management 3.0;en;https://hal.archives-ouvertes.fr/hal-02941988;NA
2019;COMM;Innovation capabilities assessment: a sectorial view supported by an original diagnostic tool - the Potential Innovation Index;Manon Enjolras,Alice de Casanove,Laure Morel,Johan Claire;NA;NA;NA;NA;NA;IAMOT - Conference Proceedings of the 28th International Conference on Management of Technology.;en;https://hal.archives-ouvertes.fr/hal-02492155;NA
2019;COMM;Open innovation learning : From concepts to targeted competences;Brunelle Marche,Manon Enjolras,Vincent Boly;NA;NA;NA;NA;NA;IAMOT 2019 - Conference Proceedings of the 28th International Conference on Management of Technology;en;https://hal.archives-ouvertes.fr/hal-02492164;NA
2019;COUV;System‐centered specification of physico–physiological interactions of sensory perception;Jean-Marc Dupont,Frédérique Mayer,Fabien Bouffaron,Romain Lieber,Gérard Morel;10.1002/9781119644576;NA;NA;NA;NA;NA;en;https://hal.archives-ouvertes.fr/hal-02367404;NA
2019;COUV;Proposal of a Harmonic Bees Algorithm for Design Optimization of a Gripper Mechanism;Osman Acar,Mete Kalyoncu,Alaa Hassan;10.1007/978-3-030-20131-9_280;NA;NA;NA;NA;NA;en;https://hal.archives-ouvertes.fr/hal-02168351;NA
2019;COUV;ValYooTrust : Plateforme de confiance et incitative pour l'innovation collaborative;Laurent Dupont,Eric Seuillet,Patrick Duvaut;NA;NA;NA;NA;NA;NA;fr;https://hal.archives-ouvertes.fr/hal-02194570;NA
2019;COUV;Clustering alternative product formulations using graphs;Fernando Bernardo,Javier Arrieta-Escobar;NA;NA;NA;NA;NA;NA;en;https://hal.archives-ouvertes.fr/hal-02281238;NA
2019;COUV;Integration of Consumer Preferences and Heuristic Knowledge in the Design of Formulated Products: Application to a Cosmetic Emulsion;Javier Arrieta-Escobar,Fernando Bernardo,Alvaro Orjuela,Mauricio Camargo,Laure Morel,Laurent Wendling;10.1016/B978-0-12-818634-3.50073-4;NA;NA;NA;NA;NA;en;https://hal.archives-ouvertes.fr/hal-02281239;NA
2019;COUV;Spécification centrée système d’interactions physico-physiologiques de perception sensorielle;Jean-Marc Dupont,Frédérique Mayer,Fabien Bouffaron,Romain Lieber,Gérard Morel;NA;NA;NA;NA;NA;NA;fr;https://hal.archives-ouvertes.fr/hal-02155509;NA
2019;DOUV;SIIE'2019 PROCEEDINGS 8th. Edition of the International Conference on: “Information Systems and Economic Intelligence”.;Sahbi Sidhom,Davy Monticolo,Habib Sidhom;NA;NA;NA;NA;NA;International Conference on “Information Systems and Economic Intelligence”: 8th. Edition.;en;https://hal.univ-lorraine.fr/hal-03047053;NA
2019;OUV;Complex Systems Design & Management - CSDM 2018 Proceedings;Eric Bonjour,Daniel Krob,Luca Palladino,François Stephan;10.1007/978-3-030-04209-7;NA;NA;NA;NA;NA;en;https://hal.archives-ouvertes.fr/hal-02942265;NA
2019;REPORT;Donner forme à un réseau pour accompagner la transformation pédagogique;Raphaël Bary,Marie-Reine Boudarel;NA;NA;NA;NA;NA;NA;fr;https://hal.archives-ouvertes.fr/hal-02051719;NA
2019;THESE;L’approche Urban Living Lab pour insuffler l’innovation en urbanisme ? Contribution à la conception d’une ingénierie de pilotage de l’innovation urbaine : application à l’Opération d’Intérêt National d’Alzette Belval,Inspire innovation into urban planning with Urban Living Lab approach? Contribution to the design of an urban innovation management engineering : application to the Opération d’Intérêt National d’Alzette Belval;Jonathan Lacroix;NA;NA;NA;NA;NA;NA;fr;https://hal.univ-lorraine.fr/tel-02518459;NA
2019;THESE;Supporting the transformation of a company's project management by elaborating an invariant-based project management maturity model and a causal predictive model between maturity criteria and project performance,Soutien à la transformation de la gestion de projet d'une entreprise par l'élaboration d'un modèle de maturité de gestion de projet et d'un modèle prédictif causal entre les critères de maturité et la performance du projet;Felipe Sanchez Garzon;NA;NA;NA;NA;NA;NA;en;https://hal.univ-lorraine.fr/tel-02555923;NA
2019;THESE;From “shared diagnosis” to “shared action” : how Living Lab process can support decision-making process involving citizen for Smart City,D’un « diagnostic partagé » à « l’action partagée » : comment le mode projet Living Lab peut alimenter le processus d’aide à la décision du « faire la ville » en intégrant les citoyens pour une ville intelligente;Tran Thi Hoang Giang;NA;NA;NA;NA;NA;NA;en;https://hal.univ-lorraine.fr/tel-02517128;NA
2019;THESE;Design of information and technology tools to support the process of creativity and innovation,Conception d'outils d'information et de technologie pour soutenir le processus de créativité et d'innovation;Pedro Chávez Barrios;NA;NA;NA;NA;NA;NA;en;https://hal.univ-lorraine.fr/tel-02499176;NA
2018;ART;A new framework to support Lean Six Sigma deployment in SMEs;Carlos Abraham Moya,Daniel Galvez,Laurent Muller,Mauricio Camargo;10.1108/IJLSS-01-2018-0001;international journal of lean six sigma;Q1;Q2;Emerald Publishing;NA;en;https://hal.univ-lorraine.fr/hal-01959521;31
2018;ART;A system dynamics approach for sustainability assessment of biodiesel production in Colombia. Baseline simulation;Sandra Bautista,Andrea Espinoza,Paulo Narvaez,Mauricio Camargo,Laure Morel;10.1016/j.jclepro.2018.12.111;journal of cleaner production;Q1;NA;Elsevier;NA;en;https://hal.univ-lorraine.fr/hal-01959528;173
2018;ART;Trends in design of distributed energy systems using hydrogen as energy vector: A systematic literature review;Juan Fonseca,Mauricio Camargo,Jean-Marc Commenge,Laurent Falk,Iván Gil;10.1016/j.ijhydene.2018.09.177;international journal of hydrogen energy;NA;NA;Elsevier;NA;en;https://hal.archives-ouvertes.fr/hal-01910588;NA
2018;ART;Multi-objective traffic signal optimization using 3D mesoscopic simulation and evolutionary algorithms;Adriana Simona Mihăiţă,Laurent Dupont,Mauricio Camargo;10.1016/j.simpat.2018.05.005;simulation modelling practice and theory;NA;NA;Elsevier;NA;en;https://hal.univ-lorraine.fr/hal-01796613;NA
2018;ART;Incorporation of Heuristic Knowledge in the Optimal Design of Formulated Products: Application to a Cosmetic Emulsion;Javier Arrieta-Escobar,Fernando Bernardo,Alvaro Orjuela,Mauricio Camargo,Laure Morel;10.1016/j.compchemeng.2018.08.032;computers & chemical engineering;NA;NA;Elsevier;NA;en;https://hal.archives-ouvertes.fr/hal-01868686;NA
2018;ART;Une approche de conception de systèmes multi-agents dédiés à la gestion des connaissances;Davy Monticolo,Alex Gabriel,Pedro Chavez Barrios;10.3166/ISI.23.2.61-88;ingéniérie des systèmes d'information;NA;NA;Lavoisier;NA;fr;https://hal.archives-ouvertes.fr/hal-03066071;NA
2018;ART;Firm Readiness Level for Innovation Projects: A New Decision-Making Tool for Innovation Managers;Daniel Galvez,Manon Enjolras,Mauricio Camargo,Vincent Boly,Johan Claire;10.3390/admsci8010006;international review of administrative sciences;NA;NA;SAGE Publications;NA;en;https://hal.archives-ouvertes.fr/hal-01837932;NA
2018;ART;Contribution to the objective assessment of technical skills for surgery students: An accelerometer based approach;Giovanny Arbelaez Garces,David Joseph,Mauricio Camargo,Nguyen Tran,Laure Morel;10.1016/j.ergon.2017.12.002;international journal of industrial ergonomics;NA;NA;Elsevier;NA;en;https://hal.univ-lorraine.fr/hal-01812007;NA
2018;ART;Vers une meilleure compréhension du concept de design,Towards a Better Understanding of the Concept of Design,Hacia una mejor comprensión del concepto de diseño;Linda Acosta Salgado,Laure Morel,Isabelle Verilhac;10.3917/proj.020.0091;projectics / proyéctica / projectique;NA;NA;De Boeck Supérieur;NA;fr;https://hal.archives-ouvertes.fr/hal-02157341;NA
2018;ART;Predicting Air Quality by Integrating a Mesoscopic Traffic Simulation Model and Simplified Air Pollutant Estimation Models;Adriana Simona Mihăiţă,Mirian Benavides Ortiz,Mauricio Camargo,Chen Cai;10.1007/s13177-018-0160-z;international journal of intelligent transportation systems research;Q2;NA;Springer Verlag;NA;en;https://hal.archives-ouvertes.fr/hal-01868707;14
2018;ART;L’indice d’innovation potentielle (IIP) : un diagnostic de la capacité à innover au service des PME;Manon Enjolras,Mauricio Camargo,Vincent Boly;10.7202/1049960ar;revue internationale pme;NA;NA;Editions Management et Société (EMS);NA;fr;https://hal.archives-ouvertes.fr/hal-02322097;NA
2018;COMM;Use of Bayesian Network characteristics to link project management maturity and risk of project overcost;Felipe Sanchez,Davy Monticolo,Eric Bonjour,Jean-Pierre Micaëlli;10.1109/SITIS.2018.00071;NA;NA;NA;NA;2018 14th International Conference on Signal-Image Technology & Internet-Based Systems (SITIS);en;https://hal.archives-ouvertes.fr/hal-02942017;NA
2018;COMM;Conception et évaluation de systèmes d'innovation pour mieux mobiliser les bois en petite propriété forestière privée;Maxence Arnould,Laure Morel,Meriem Fournier;NA;NA;NA;NA;NA;7 èmes journées du GDR 3544 « Sciences du bois »;fr;https://hal.univ-lorraine.fr/hal-02507166;NA
2018;COMM;Spécification système d'interactions physico-physiologiques de perception sensorielle;Frédérique Mayer,Jean-Marc Dupont,Fabien Bouffaron,Romain Lieber,Gérard Morel;NA;NA;NA;NA;NA;3e Journées de l’Automatique du GDR MACS, JAMACS 2018;fr;https://hal.archives-ouvertes.fr/hal-01954565;NA
2018;COMM;Air quality monitoring using stationary versus mobile sensing units: a case study from Lorraine\, France;Adriana-Simona Mihaita,Laurent Dupont,Olivier Cherry,Mauricio Camargo,Chen Cai;NA;NA;NA;NA;NA;25th ITS World Congress 2018;en;https://hal.univ-lorraine.fr/hal-01885133;NA
2018;COMM;La performance au bloc opératoire : le Lean Six-sigma est-il applicable et pertinent ?;Fabienne Paillet,Auguste Rakotondranaivo,Elisabeth Gloaguen.;NA;NA;NA;NA;NA;9ème conférence francophone en Gestion et Ingénierie des Systèmes Hospitaliers - GISEH;fr;https://hal.univ-lorraine.fr/hal-01895196;NA
2018;COMM;Le Lean au service de la performance : application de la démarche DMAIC pour la restructuration d’un service de pédiatrie;Audrey Janus,Auguste Rakotondranaivo,Laurence Bolardi;NA;NA;NA;NA;NA;9ème conférence francophone en Gestion et Ingénierie des Systèmes Hospitaliers - GISEH;fr;https://hal.univ-lorraine.fr/hal-01895198;NA
2018;COMM;Assisting Urban Planning Practitioners Facing UHI and Related Vulnerability Issues with a Co-Designed Tool : DIACLIMAP Project;Julien Bouyer,François E. Leconte,Rémy Claverie,Adrien Ferry,Rémi Pierrat,Géraldine Bur,Dominique Hebrard,Pierre Lainé,Benjamin Piccinnini,Philippe Jary,Laëtitia Boithias,Laurent Dupont,Olivier Chery;NA;NA;NA;NA;NA;10th International Conference on Urban Climate/14th Symposium on the Urban Environment;en;https://hal.univ-lorraine.fr/hal-01915689;NA
2018;COMM;3D-Printing Based Distributed Plastic Recycling: A Conceptual Model for Closed-Loop Supply Chain Design;Santander Pavlo,Cruz Fabio,Boudaoud Hakim,Camargo Mauricio;10.1109/ICE.2018.8436296;NA;NA;NA;NA;2018 IEEE International Conference on Engineering, Technology and Innovation (ICE/ITMC);en;https://hal.archives-ouvertes.fr/hal-01863819;NA
2018;COMM;Modelling\, Printing and Validation of Dental Dry Models for Implantology Skills Training;Ramses Albuquerque,Giovanny Arbelaez,Fabio Cruz,Mauricio Camargo,David Joseph,Nguyen Tran;10.1109/ICE.2018.8436302;NA;NA;NA;NA;2018 IEEE International Conference on Engineering, Technology and Innovation (ICE/ITMC);en;https://hal.univ-lorraine.fr/hal-01858370;NA
2018;COMM;Sustainable Management of Roadside: Towards a Research Agenda;Sandra Cecilia Sandra Cecilia,Mauricio Camargo Pardo,Laure Morel,Christophe Bachmann;10.1109/ICE.2018.8436326;NA;NA;NA;NA;2018 IEEE International Conference on Engineering, Technology and Innovation (ICE/ITMC);en;https://hal.archives-ouvertes.fr/hal-02025863;NA
2018;COMM;Exploring the notion of situation for responsive manufacturing systems specification issues;Frédérique Mayer;NA;NA;NA;NA;NA;16th IFAC INCOM;en;https://hal.univ-lorraine.fr/hal-01841822;NA
2018;COMM;Implementing of Project-Based and Skill Assessment Pedagogy in Mechatronics Course;Alaa Hassan,Valerie Rault,Patrick Truchot;10.1109/REM.2018.8421771;NA;NA;NA;NA;2018 19th International Conference on Research and Education in Mechatronics (REM);en;https://hal.archives-ouvertes.fr/hal-01885250;NA
2018;COMM;INNOVATION MANAGEMENT PRINCIPLES FROM ISO 50500 SERIES;Alice de Casanove,Laure Morel;NA;NA;NA;NA;NA;International Association for Management of Technology IAMOT 2018;en;https://hal.univ-lorraine.fr/hal-02789494;NA
2018;COMM;A Universal Framework For Systemizing the Evaluation of Immersive And Collaborative Performance;Laurent Dupont,Marc Pallot,Olivier Christmann,Simon Richir;10.1145/3234253.3234306;NA;NA;NA;NA;VRIC '18: Virtual Reality International Conference - Laval Virtual;en;https://hal.univ-lorraine.fr/hal-01868811;NA
2018;COUV;Innovation Spaces: New Places for Collective Intelligence?;Laure Morel,Laurent Dupont,Marie-Reine Boudarel;NA;NA;NA;NA;NA;NA;en;https://hal.univ-lorraine.fr/hal-01902960;NA
2018;COUV;Innover et exporter : un défi à relever pour les PME;Manon Enjolras;NA;NA;NA;NA;NA;NA;fr;https://hal.univ-lorraine.fr/hal-03043030;NA
2018;COUV;Enjeux et défis d’une ingénieirie entrepreneuriale;Christophe Schmitt,Laure Morel;NA;NA;NA;NA;NA;NA;fr;https://hal.univ-lorraine.fr/hal-02366024;NA
2018;POSTER;A Semantic Approach to Manage Ideas in an Innovation Process;Pedro Chavez Barrios\, Davy Monticolo\, Sahbi Sidhom,Davy Monticolo,Sahbi Sidhom;NA;NA;NA;NA;NA;SÉMINAIRE DE L'ÉCOLE DOCTORALE RP2E : 13 Février 2018;en;https://hal.inria.fr/hal-01699590v2;NA
2018;REPORT;Livrable 2 - projet DHDA – Des Hommes et Des Arbres\, les racines de demain. Lauréat de l’AMI Territoire Innovant de Grande Ambition (TIGA) étude 8 La Fabrique DHDA (mise en perspective du mode Living Lab sur l’écosystème du projet);Claudine Guidat,Laurent Dupont,Mathieu Ruillet;NA;NA;NA;NA;NA;NA;fr;https://hal.archives-ouvertes.fr/hal-02568271;NA
2018;REPORT;Livrable 1 - projet DHDA – Des Hommes et Des Arbres\, les racines de demain Lauréat de l’AMI Territoire Innovant de Grande Ambition (TIGA) étude 8 La Fabrique DHDA (mise en œuvre du mode Living Lab);Claudine Guidat,Laurent Dupont,Mathieu Ruillet;NA;NA;NA;NA;NA;NA;fr;https://hal.archives-ouvertes.fr/hal-02568260;NA
2018;THESE;Methodological approach for the sustainable design of structured chemical products during early design stages,Approche méthodologique pour la conception durable de produits chimiques structurés dans les premières phases de la conception;Juliana Serna Rodas;NA;NA;NA;NA;NA;NA;en;https://hal.univ-lorraine.fr/tel-02122781;NA
